onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0009	2.0	joy	female	NorthEuropean	F01
12.0019	2.0	joy	female	NorthEuropean	F01
19.0029	2.0	joy	female	NorthEuropean	F01
26.0089	2.0	anger	female	Mediterranean	F09
33.0099	2.0	pride	female	Mediterranean	F09
40.0109	2.0	contempt	female	NorthEuropean	F02
47.0119	2.0	anger	female	NorthEuropean	F03
54.0129	2.0	neutral	female	Mediterranean	F06
61.0139	2.0	joy	female	Mediterranean	F09
68.0149	2.0	joy	female	NorthEuropean	F01
75.0159	2.0	anger	female	NorthEuropean	F01
82.0169	2.0	pride	female	Mediterranean	F06
89.0179	2.0	joy	female	NorthEuropean	F03
96.0189	2.0	neutral	female	NorthEuropean	F01
103.0199	2.0	pride	female	NorthEuropean	F03
110.0209	2.0	anger	female	NorthEuropean	F02
117.0219	2.0	contempt	female	Mediterranean	F09
124.0229	2.0	pride	female	NorthEuropean	F01
131.0239	2.0	joy	female	Mediterranean	F06
138.0249	2.0	contempt	female	Mediterranean	F06
145.0259	2.0	contempt	female	NorthEuropean	F01
152.0269	2.0	neutral	female	Mediterranean	F09
159.0279	2.0	pride	female	NorthEuropean	F04
166.0289	2.0	joy	female	NorthEuropean	F02
173.0299	2.0	contempt	female	NorthEuropean	F04
180.0309	2.0	joy	female	NorthEuropean	F04
187.0319	2.0	neutral	female	NorthEuropean	F02
194.0329	2.0	anger	female	Mediterranean	F06
201.0339	2.0	contempt	female	NorthEuropean	F03
208.0349	2.0	neutral	female	NorthEuropean	F03
215.0359	2.0	pride	female	NorthEuropean	F02
222.0369	2.0	neutral	female	NorthEuropean	F04
229.0379	2.0	anger	female	NorthEuropean	F04
