,0,1,2,3,4,5,6,7,8,9
0,0.09368458369127504,0.15683874676852225,0.09368458369139031,0.09368458369127967,0.09368458370067244,0.09368458369135002,0.09368458369133642,0.09368458369149693,0.09368458369140151,0.09368458369127547
1,0.09881701740662384,0.10636488629250977,0.09974758746093584,0.09885872333997536,0.10141855513944273,0.09948967345137381,0.09881701740489181,0.09885250359742834,0.0988170185031118,0.09881701740370678
2,0.0988832568779082,0.10778858641195412,0.09959638413588764,0.09894216990798035,0.10027267319183107,0.09893242047835439,0.09888325687781739,0.09893473563403966,0.09888325960828516,0.098883256875942
3,0.09913971526619966,0.09972511334065164,0.10034875327596773,0.09926907772449128,0.10248163330529923,0.10245343829661654,0.09913971525486716,0.09916312298789208,0.09913971529131847,0.09913971525669622
4,0.09926723267101774,0.10277072441862492,0.1005746923509083,0.09968948091423811,0.10029775423797292,0.10025926403135173,0.09926723267395092,0.09933915199424527,0.09926723404290873,0.09926723266478132
5,0.09909814154464648,0.10314750777702399,0.09974173540524789,0.10148654448003526,0.09921747057068239,0.10090817247788848,0.09909814160502517,0.0991060001914696,0.09909814440542475,0.09909814154255585
6,0.09905456881786139,0.10390139678373667,0.0996714323779084,0.10149042987202066,0.09905430871952889,0.10059929008355924,0.09905456888039937,0.09906486467174073,0.09905457097501476,0.09905456881822974
7,0.09875917193785712,0.10801251970086582,0.09890559311382509,0.10049066349743904,0.09886753866563427,0.09992763733399822,0.09875917197249028,0.09875935410686726,0.09875917773242283,0.09875917193859991
8,0.09874280534922365,0.10830495124619485,0.09886961416488022,0.10036033734264282,0.09890224301586582,0.09984846170665214,0.09874280538149656,0.09874316508808001,0.09874281135485775,0.09874280535010621
9,0.09875540167109124,0.1084001609859911,0.09881265752750047,0.10035627028696403,0.09914105085470397,0.09951158116230747,0.098755401705243,0.09875666667626158,0.09875540745736101,0.09875540167257606
10,0.09876507323798299,0.1084306228659209,0.09881001464846068,0.10027495148251114,0.09921709453701763,0.09944025520680184,0.09876507327100482,0.09876676235652451,0.0987650791539256,0.09876507323984991
11,0.09878638704582682,0.1080222621910776,0.09879774998294157,0.10032219715689873,0.09988231305391446,0.09904150702681962,0.09878638708023725,0.09878841731990466,0.09878639209292195,0.09878638704945739
12,0.09882084156425973,0.10748320575913359,0.09882124021614772,0.10025134594333876,0.10046052408150442,0.09887641707902166,0.09882084159742949,0.09882389608143734,0.0988208461085198,0.09882084156920767
13,0.09891386112808713,0.10558523595953143,0.09894445481536876,0.10019978310297513,0.10173542871903718,0.09896275595885604,0.09891386115931906,0.09891689372077545,0.09891386430013707,0.09891386113591279
14,0.09895922274291856,0.10425664611272724,0.09905536494226784,0.09998133307804406,0.10265765820712894,0.09924916459649087,0.09895922276827766,0.09896293981523194,0.09895922498554045,0.09895922275137246
15,0.09901914494108104,0.10189332549820829,0.09924425305740413,0.09972703289413919,0.10392783233985191,0.10010849140667202,0.09901914495717787,0.09902248438998598,0.09901914556704573,0.09901914494843402
16,0.09900338073589393,0.10143924210888856,0.09928527564619895,0.09956112893500788,0.1043664881856868,0.10032726114899328,0.09900338074784013,0.0990070806359049,0.09900338111371448,0.09900338074187096
17,0.09907737091959568,0.10051657962958263,0.09931999936356768,0.0996817388609805,0.10390924250767523,0.10118381519067515,0.09907737093020155,0.09907914063671594,0.09907737103674724,0.09907737092425829
18,0.09909479070647956,0.10036241542579087,0.09931800989473441,0.09977135239803002,0.10371186019895723,0.10136085065220402,0.09909479071832764,0.09909634851505698,0.09909479078005275,0.09909479071036649
19,0.09912982246832656,0.09975273183747066,0.09934437746480647,0.09995034752051088,0.10334931846173141,0.1019531288335337,0.09912982248086241,0.0991308059962187,0.09912982246735512,0.09912982246918399
