onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0134	2.414299999999999	control	2.414299999999999	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0216	1.443999999999999	control	1.443999999999999	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0299	1.490599999999997	control	1.490599999999997	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0381	0.8952999999999989	control	0.8952999999999989	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0464	0.6809000000000012	control	0.6809000000000012	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0546	0.698599999999999	control	0.698599999999999	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
40.0629	2.0701000000000036	emotion	2.0701000000000036	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0711	3.2297999999999973	emotion	3.2297999999999973	right	correct	n/a	male	black	black	black	anger
50.0794	2.180399999999999	emotion	2.180399999999999	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0876	2.034099999999995	emotion	2.034099999999995	left	correct	n/a	male	black	black	black	fear
60.0959	1.9405999999999963	emotion	1.9405999999999963	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1041	1.7223999999999933	emotion	1.7223999999999933	right	correct	n/a	female	asian	black	asian	fear
70.1124	0.875	control	0.875	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1206	0.9406000000000034	control	0.9406000000000034	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1289	1.2571999999999974	control	1.2571999999999974	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1371	0.7038999999999902	control	0.7038999999999902	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1454	0.8954999999999984	control	0.8954999999999984	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1536	0.8632000000000062	control	0.8632000000000062	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1619	1.5488	emotion	1.5488	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1701	3.8673999999999893	emotion	3.8673999999999893	left	correct	n/a	male	black	black	black	anger
110.1784	1.9609999999999985	emotion	1.9609999999999985	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1866	1.5737000000000023	emotion	1.5737000000000023	right	correct	n/a	male	black	black	black	fear
120.1949	1.7382999999999953	emotion	1.7382999999999953	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2031	2.44489999999999	emotion	2.44489999999999	right	incorrect	n/a	female	asian	black	asian	anger
130.2114	4.148500000000013	control	4.148500000000013	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2196	1.4901999999999873	control	1.4901999999999873	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.2279	1.0457999999999856	control	1.0457999999999856	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2361	0.7475000000000023	control	0.7475000000000023	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.2444	1.1210999999999842	control	1.1210999999999842	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2526	0.7218000000000018	control	0.7218000000000018	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2609	2.305300000000017	emotion	2.305300000000017	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2691	1.8930000000000007	emotion	1.8930000000000007	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2774	2.150599999999997	emotion	2.150599999999997	right	correct	n/a	male	black	black	black	anger
175.2856	2.2393000000000143	emotion	2.2393000000000143	left	correct	n/a	female	black	asian	asian	anger
180.2939	2.3068999999999846	emotion	2.3068999999999846	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3021	1.7916000000000167	emotion	1.7916000000000167	right	correct	n/a	female	asian	asian	black	fear
190.3104	1.0091000000000179	control	1.0091000000000179	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3186	0.753799999999984	control	0.753799999999984	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3269	1.2064000000000021	control	1.2064000000000021	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3351	0.7090999999999781	control	0.7090999999999781	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3434	1.608699999999999	control	1.608699999999999	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3516	0.6624000000000194	control	0.6624000000000194	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3599	2.286900000000003	emotion	2.286900000000003	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3681	1.7205999999999904	emotion	1.7205999999999904	left	correct	n/a	female	black	asian	asian	fear
230.3764	1.7162000000000148	emotion	1.7162000000000148	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3846	1.8718999999999824	emotion	1.8718999999999824	left	correct	n/a	male	black	black	black	fear
240.3929	2.4964999999999975	emotion	2.4964999999999975	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4011	3.2920999999999765	emotion	3.2920999999999765	right	correct	n/a	female	asian	asian	black	anger
