onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0169	3.685600000000001	control	3.685600000000001	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0251	0.9353999999999996	control	0.9353999999999996	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0333	2.7529000000000003	control	2.7529000000000003	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0414	0.6517000000000017	control	0.6517000000000017	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.0496	0.6092999999999975	control	0.6092999999999975	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0578	2.0418999999999983	control	2.0418999999999983	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.066	1.8615999999999957	emotion	1.8615999999999957	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0742	1.4672000000000054	emotion	1.4672000000000054	right	correct	n/a	male	black	black	black	anger
50.0824	1.5037999999999982	emotion	1.5037999999999982	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0906	1.517399999999995	emotion	1.517399999999995	left	correct	n/a	male	black	black	black	fear
60.0988	2.325000000000003	emotion	2.325000000000003	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.107	1.4967000000000041	emotion	1.4967000000000041	right	correct	n/a	female	asian	black	asian	fear
70.1152	1.0242999999999967	control	1.0242999999999967	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1233	0.5921000000000021	control	0.5921000000000021	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1315	0.6537000000000006	control	0.6537000000000006	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1397	0.6323000000000008	control	0.6323000000000008	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
90.1479	0.7058999999999997	control	0.7058999999999997	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1561	0.6316000000000059	control	0.6316000000000059	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1643	1.485200000000006	emotion	1.485200000000006	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1725	1.2527999999999935	emotion	1.2527999999999935	left	correct	n/a	male	black	black	black	anger
110.1807	1.2094000000000023	emotion	1.2094000000000023	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1889	1.4299999999999926	emotion	1.4299999999999926	right	correct	n/a	male	black	black	black	fear
120.1971	1.3066999999999922	emotion	1.3066999999999922	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2052	2.029299999999992	emotion	2.029299999999992	left	correct	n/a	female	asian	black	asian	anger
130.2134	0.9410000000000025	control	0.9410000000000025	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2216	0.8216000000000179	control	0.8216000000000179	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2298	0.6082999999999856	control	0.6082999999999856	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.238	0.8519000000000005	control	0.8519000000000005	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2462	0.7975000000000136	control	0.7975000000000136	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2544	0.6972000000000094	control	0.6972000000000094	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
160.2626	1.3718000000000075	emotion	1.3718000000000075	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2708	1.398399999999981	emotion	1.398399999999981	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.279	1.4099999999999966	emotion	1.4099999999999966	right	correct	n/a	male	black	black	black	anger
175.2871	2.10469999999998	emotion	2.10469999999998	left	correct	n/a	female	black	asian	asian	anger
180.2953	1.5433000000000163	emotion	1.5433000000000163	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3035	1.285999999999973	emotion	1.285999999999973	right	correct	n/a	female	asian	asian	black	fear
190.3117	0.8496000000000095	control	0.8496000000000095	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3199	0.8942000000000121	control	0.8942000000000121	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3281	0.7149000000000001	control	0.7149000000000001	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3363	0.6864999999999952	control	0.6864999999999952	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3445	0.7150999999999783	control	0.7150999999999783	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3527	0.6666999999999916	control	0.6666999999999916	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3609	1.561300000000017	emotion	1.561300000000017	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.369	2.8249999999999886	emotion	2.8249999999999886	left	correct	n/a	female	black	asian	asian	fear
230.3772	1.6137000000000228	emotion	1.6137000000000228	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3854	1.354299999999995	emotion	1.354299999999995	left	correct	n/a	male	black	black	black	fear
240.3936	1.2369999999999948	emotion	1.2369999999999948	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4018	2.79049999999998	emotion	2.79049999999998	right	correct	n/a	female	asian	asian	black	anger
