onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0164	4.956199999999999	control	4.956199999999999	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0246	3.853999999999999	control	3.853999999999999	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0329	2.9674999999999976	control	2.9674999999999976	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0412	4.711200000000002	control	4.711200000000002	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0494	2.505900000000004	control	2.505900000000004	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0577	0.8765000000000001	control	0.8765000000000001	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0659	2.2912000000000035	emotion	2.2912000000000035	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0742	2.2807999999999993	emotion	2.2807999999999993	right	correct	n/a	male	black	black	black	anger
50.0825	1.6063999999999936	emotion	1.6063999999999936	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0907	1.9261000000000053	emotion	1.9261000000000053	left	correct	n/a	male	black	black	black	fear
60.099	1.7027	emotion	1.7027	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1073	2.5153000000000105	emotion	2.5153000000000105	right	correct	n/a	female	asian	black	asian	fear
70.1155	1.4300000000000068	control	1.4300000000000068	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1238	0.8135999999999939	control	0.8135999999999939	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1321	0.8282000000000096	control	0.8282000000000096	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1403	0.5969000000000051	control	0.5969000000000051	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1486	0.7835000000000036	control	0.7835000000000036	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1569	1.6570000000000107	control	1.6570000000000107	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1651	1.9896999999999991	emotion	1.9896999999999991	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1734	1.4072999999999922	emotion	1.4072999999999922	left	correct	n/a	male	black	black	black	anger
110.1816	3.8079999999999927	emotion	3.8079999999999927	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1899	1.8506	emotion	1.8506	right	correct	n/a	male	black	black	black	fear
120.1982	1.6651999999999987	emotion	1.6651999999999987	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2064	1.8088999999999942	emotion	1.8088999999999942	left	correct	n/a	female	asian	black	asian	anger
130.2147	0.8436000000000092	control	0.8436000000000092	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
135.223	0.7571999999999832	control	0.7571999999999832	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2312	0.8248999999999853	control	0.8248999999999853	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
145.2395	0.7864000000000146	control	0.7864000000000146	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2478	0.9589999999999748	control	0.9589999999999748	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.256	0.6998000000000104	control	0.6998000000000104	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2643	3.077300000000008	emotion	3.077300000000008	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2726	1.6248999999999967	emotion	1.6248999999999967	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2808	1.8496000000000095	emotion	1.8496000000000095	right	correct	n/a	male	black	black	black	anger
175.2891	1.7092000000000098	emotion	1.7092000000000098	left	correct	n/a	female	black	asian	asian	anger
180.2973	1.373899999999992	emotion	1.373899999999992	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3056	1.8515000000000157	emotion	1.8515000000000157	right	correct	n/a	female	asian	asian	black	fear
190.3139	1.0671000000000106	control	1.0671000000000106	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3221	0.6347999999999843	control	0.6347999999999843	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3304	0.6813999999999965	control	0.6813999999999965	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3387	0.6940000000000168	control	0.6940000000000168	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3469	0.5896999999999935	control	0.5896999999999935	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3552	0.8333000000000084	control	0.8333000000000084	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3635	2.5178000000000225	emotion	2.5178000000000225	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3717	1.6216000000000008	emotion	1.6216000000000008	left	correct	n/a	female	black	asian	asian	fear
230.38	2.9210999999999956	emotion	2.9210999999999956	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3883	1.356800000000021	emotion	1.356800000000021	left	correct	n/a	male	black	black	black	fear
240.3965	1.6973999999999876	emotion	1.6973999999999876	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4048	1.5681000000000154	emotion	1.5681000000000154	right	correct	n/a	female	asian	asian	black	anger
