onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0156	3.924900000000001	control	3.924900000000001	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
15.0238	2.0955999999999992	control	2.0955999999999992	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.032	1.8352000000000004	control	1.8352000000000004	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0402	1.2758000000000003	control	1.2758000000000003	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
30.0484	1.003499999999999	control	1.003499999999999	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
35.0566	0.6920999999999964	control	0.6920999999999964	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
40.0648	2.243700000000004	emotion	2.243700000000004	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.073	1.2843000000000018	emotion	1.2843000000000018	right	correct	n/a	male	black	black	black	anger
50.0812	1.2449999999999974	emotion	1.2449999999999974	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0894	0.9966000000000008	emotion	0.9966000000000008	left	correct	n/a	male	black	black	black	fear
60.0976	0.8992000000000004	emotion	0.8992000000000004	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
65.1057	1.7138999999999953	emotion	1.7138999999999953	right	correct	n/a	female	asian	black	asian	fear
70.1139	0.941599999999994	control	0.941599999999994	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1221	0.7201999999999913	control	0.7201999999999913	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1303	1.1738	control	1.1738	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
85.1385	1.3734000000000037	control	1.3734000000000037	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1467	0.6671000000000049	control	0.6671000000000049	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
95.1549	0.8496999999999986	control	0.8496999999999986	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
100.1631	1.2772999999999968	emotion	1.2772999999999968	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
105.1713	1.3508999999999958	emotion	1.3508999999999958	left	correct	n/a	male	black	black	black	anger
110.1795	1.0365999999999929	emotion	1.0365999999999929	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1877	0.8241999999999905	emotion	0.8241999999999905	right	correct	n/a	male	black	black	black	fear
120.1959	0.9858000000000118	emotion	0.9858000000000118	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.204	1.005500000000012	emotion	1.005500000000012	left	correct	n/a	female	asian	black	asian	anger
130.2122	0.9391999999999996	control	0.9391999999999996	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
135.2204	0.7827999999999804	control	0.7827999999999804	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
140.2286	0.7124000000000024	control	0.7124000000000024	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2368	0.785000000000025	control	0.785000000000025	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.245	0.8046999999999969	control	0.8046999999999969	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
155.2532	0.8343000000000131	control	0.8343000000000131	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
160.2614	1.613900000000001	emotion	1.613900000000001	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2696	1.4575000000000102	emotion	1.4575000000000102	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2778	1.5741999999999905	emotion	1.5741999999999905	right	correct	n/a	male	black	black	black	anger
175.286	0.8967999999999847	emotion	0.8967999999999847	right	incorrect	n/a	female	black	asian	asian	anger
180.2941	0.7425000000000068	emotion	0.7425000000000068	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3023	0.8590999999999838	emotion	0.8590999999999838	right	correct	n/a	female	asian	asian	black	fear
190.3105	1.2128000000000156	control	1.2128000000000156	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
195.3187	0.9533999999999878	control	0.9533999999999878	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3269	1.078000000000003	control	1.078000000000003	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
205.3351	1.052599999999984	control	1.052599999999984	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
210.3433	0.9542999999999893	control	0.9542999999999893	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3515	0.6639000000000124	control	0.6639000000000124	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
220.3597	1.0985000000000014	emotion	1.0985000000000014	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3679	0.9051000000000045	emotion	0.9051000000000045	left	correct	n/a	female	black	asian	asian	fear
230.3761	1.303699999999992	emotion	1.303699999999992	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3843	0.7774000000000001	emotion	0.7774000000000001	left	correct	n/a	male	black	black	black	fear
240.3924	0.8780999999999892	emotion	0.8780999999999892	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4006	0.8847000000000094	emotion	0.8847000000000094	right	correct	n/a	female	asian	asian	black	anger
