onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0123	4.3072	control	4.3072	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.0205	4.499799999999999	control	4.499799999999999	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0288	1.3984999999999985	control	1.3984999999999985	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.037	0.839100000000002	control	0.839100000000002	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0452	0.9137999999999984	control	0.9137999999999984	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0534	3.9332999999999956	control	3.9332999999999956	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0616	2.1099999999999994	emotion	2.1099999999999994	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0699	3.532500000000006	emotion	3.532500000000006	right	correct	n/a	male	black	black	black	anger
50.0781	2.4583000000000013	emotion	2.4583000000000013	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0863	1.5878999999999976	emotion	1.5878999999999976	left	correct	n/a	male	black	black	black	fear
60.0945	2.180500000000002	emotion	2.180500000000002	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1027	1.6482000000000028	emotion	1.6482000000000028	right	correct	n/a	female	asian	black	asian	fear
70.111	1.8327999999999918	control	1.8327999999999918	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1192	1.1013999999999982	control	1.1013999999999982	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1274	1.0811000000000064	control	1.0811000000000064	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1356	1.0816999999999979	control	1.0816999999999979	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1438	0.8743999999999943	control	0.8743999999999943	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1521	1.3769999999999953	control	1.3769999999999953	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1603	1.6325999999999965	emotion	1.6325999999999965	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1685	1.4813000000000045	emotion	1.4813000000000045	left	correct	n/a	male	black	black	black	anger
110.1767	4.67880000000001	emotion	4.67880000000001	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1849	1.8216000000000037	emotion	1.8216000000000037	right	correct	n/a	male	black	black	black	fear
120.1931	1.9542000000000002	emotion	1.9542000000000002	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2014	1.5997999999999877	emotion	1.5997999999999877	left	correct	n/a	female	asian	black	asian	anger
130.2096	1.001499999999993	control	1.001499999999993	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
135.2178	3.530000000000001	control	3.530000000000001	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.226	0.8478000000000065	control	0.8478000000000065	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2342	1.8894000000000233	control	1.8894000000000233	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2425	1.4629999999999939	control	1.4629999999999939	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2507	1.7796000000000163	control	1.7796000000000163	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2589	3.1151999999999873	emotion	3.1151999999999873	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2671	1.5549000000000035	emotion	1.5549000000000035	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2753	2.164500000000004	emotion	2.164500000000004	right	correct	n/a	male	black	black	black	anger
175.2836	4.884999999999991	emotion	4.884999999999991	left	correct	n/a	female	black	asian	asian	anger
180.2918	2.149799999999999	emotion	2.149799999999999	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3	1.6843999999999824	emotion	1.6843999999999824	right	correct	n/a	female	asian	asian	black	fear
190.3082	1.5841000000000065	control	1.5841000000000065	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3164	1.0457000000000107	control	1.0457000000000107	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3247	0.84729999999999	control	0.84729999999999	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3329	1.0989000000000146	control	1.0989000000000146	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3411	0.6405999999999779	control	0.6405999999999779	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3493	0.8322000000000003	control	0.8322000000000003	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.3575	1.4749000000000194	emotion	1.4749000000000194	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3658	1.466399999999993	emotion	1.466399999999993	left	correct	n/a	female	black	asian	asian	fear
230.374	2.284099999999995	emotion	2.284099999999995	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3822	1.3646999999999991	emotion	1.3646999999999991	left	correct	n/a	male	black	black	black	fear
240.3904	2.3163999999999874	emotion	2.3163999999999874	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3986	1.6590000000000202	emotion	1.6590000000000202	right	correct	n/a	female	asian	asian	black	anger
