onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0185	4.1831	control	4.1831	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
15.0267	4.9	control	n/a	n/a	miss	horizontal	n/a	n/a	n/a	n/a	n/a
20.035	4.9894	control	4.9894	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0432	2.2462000000000018	control	2.2462000000000018	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.0515	4.437699999999996	control	4.437699999999996	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0597	3.761400000000002	control	3.761400000000002	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
40.068	2.350999999999999	emotion	2.350999999999999	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0762	3.3995999999999995	emotion	3.3995999999999995	right	correct	n/a	male	black	black	black	anger
50.0845	2.374200000000002	emotion	2.374200000000002	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0927	2.3800000000000026	emotion	2.3800000000000026	left	correct	n/a	male	black	black	black	fear
60.101	2.3004999999999995	emotion	2.3004999999999995	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1092	2.921199999999999	emotion	2.921199999999999	right	correct	n/a	female	asian	black	asian	fear
70.1175	4.088799999999992	control	4.088799999999992	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1257	4.069400000000002	control	4.069400000000002	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.134	3.2620000000000005	control	3.2620000000000005	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1422	4.571699999999993	control	4.571699999999993	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
90.1505	3.5923000000000087	control	3.5923000000000087	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
95.1587	2.939000000000007	control	2.939000000000007	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.167	2.2976000000000028	emotion	2.2976000000000028	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1752	3.0671999999999997	emotion	3.0671999999999997	left	correct	n/a	male	black	black	black	anger
110.1835	1.97890000000001	emotion	1.97890000000001	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1917	1.6306000000000012	emotion	1.6306000000000012	right	correct	n/a	male	black	black	black	fear
120.2	2.0600999999999914	emotion	2.0600999999999914	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2082	2.9047999999999945	emotion	2.9047999999999945	left	correct	n/a	female	asian	black	asian	anger
130.2165	1.8204000000000065	control	1.8204000000000065	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2247	1.2040999999999826	control	1.2040999999999826	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.233	1.1736999999999966	control	1.1736999999999966	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2412	0.8574000000000126	control	0.8574000000000126	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
150.2495	1.657999999999987	control	1.657999999999987	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
155.2577	0.759600000000006	control	0.759600000000006	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
160.266	3.8481000000000165	emotion	3.8481000000000165	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2742	1.7168999999999812	emotion	1.7168999999999812	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2825	2.322499999999991	emotion	2.322499999999991	right	correct	n/a	male	black	black	black	anger
175.2908	2.748000000000019	emotion	2.748000000000019	left	correct	n/a	female	black	asian	asian	anger
180.299	1.8007000000000062	emotion	1.8007000000000062	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3073	1.4473000000000127	emotion	1.4473000000000127	right	correct	n/a	female	asian	asian	black	fear
190.3155	1.0511000000000195	control	1.0511000000000195	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3238	0.762599999999992	control	0.762599999999992	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.332	0.7933000000000163	control	0.7933000000000163	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3403	0.670899999999989	control	0.670899999999989	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3485	0.9395999999999844	control	0.9395999999999844	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3568	0.6302000000000021	control	0.6302000000000021	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.365	1.8677999999999884	emotion	1.8677999999999884	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3733	1.9924000000000035	emotion	1.9924000000000035	left	correct	n/a	female	black	asian	asian	fear
230.3815	2.018100000000004	emotion	2.018100000000004	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.3898	2.2827000000000055	emotion	2.2827000000000055	left	correct	n/a	male	black	black	black	fear
240.398	1.2664000000000044	emotion	1.2664000000000044	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4063	1.6160000000000139	emotion	1.6160000000000139	right	correct	n/a	female	asian	asian	black	anger
