onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0134	1.4123	control	1.4123	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0216	1.0458999999999996	control	1.0458999999999996	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0299	0.7944999999999993	control	0.7944999999999993	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0381	0.7602000000000011	control	0.7602000000000011	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0464	0.6948000000000008	control	0.6948000000000008	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0546	2.0283999999999978	control	2.0283999999999978	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0628	2.4979999999999976	emotion	2.4979999999999976	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0711	2.194600000000001	emotion	2.194600000000001	right	correct	n/a	male	black	black	black	anger
50.0793	1.6753	emotion	1.6753	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0875	1.8119000000000014	emotion	1.8119000000000014	left	correct	n/a	male	black	black	black	fear
60.0958	3.4765000000000015	emotion	3.4765000000000015	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.104	1.6982	emotion	1.6982	right	correct	n/a	female	asian	black	asian	fear
70.1122	1.140900000000002	control	1.140900000000002	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1205	1.084399999999988	control	1.084399999999988	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1287	1.083200000000005	control	1.083200000000005	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1369	1.3318000000000012	control	1.3318000000000012	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1452	1.0493999999999915	control	1.0493999999999915	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1534	1.277000000000001	control	1.277000000000001	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1616	2.219699999999989	emotion	2.219699999999989	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1699	2.1651999999999987	emotion	2.1651999999999987	left	correct	n/a	male	black	black	black	anger
110.1781	1.8388999999999953	emotion	1.8388999999999953	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1863	1.840599999999995	emotion	1.840599999999995	right	correct	n/a	male	black	black	black	fear
120.1946	1.9962000000000018	emotion	1.9962000000000018	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2028	2.7428000000000026	emotion	2.7428000000000026	left	correct	n/a	female	asian	black	asian	anger
130.211	1.008499999999998	control	1.008499999999998	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
135.2193	1.6480999999999995	control	1.6480999999999995	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2275	0.9318000000000097	control	0.9318000000000097	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2357	0.9504000000000019	control	0.9504000000000019	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.244	0.8079999999999927	control	0.8079999999999927	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2522	0.851600000000019	control	0.851600000000019	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2604	2.4643000000000086	emotion	2.4643000000000086	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2687	2.1469000000000165	emotion	2.1469000000000165	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2769	1.6685999999999979	emotion	1.6685999999999979	right	correct	n/a	male	black	black	black	anger
175.2851	2.5472000000000037	emotion	2.5472000000000037	left	correct	n/a	female	black	asian	asian	anger
180.2934	1.890800000000013	emotion	1.890800000000013	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3016	1.4513999999999783	emotion	1.4513999999999783	right	correct	n/a	female	asian	asian	black	fear
190.3098	0.9942000000000064	control	0.9942000000000064	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3181	0.7247000000000128	control	0.7247000000000128	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3263	0.8823999999999899	control	0.8823999999999899	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3345	0.7090000000000032	control	0.7090000000000032	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3428	0.6425999999999874	control	0.6425999999999874	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.351	0.790300000000002	control	0.790300000000002	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.3592	1.752900000000011	emotion	1.752900000000011	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3675	1.9644999999999868	emotion	1.9644999999999868	left	correct	n/a	female	black	asian	asian	fear
230.3757	3.477100000000007	emotion	3.477100000000007	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3839	1.763799999999975	emotion	1.763799999999975	left	correct	n/a	male	black	black	black	fear
240.3922	1.787399999999991	emotion	1.787399999999991	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4004	3.3780000000000143	emotion	3.3780000000000143	right	correct	n/a	female	asian	asian	black	anger
