onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0151	3.3763000000000005	control	3.3763000000000005	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0233	1.0169999999999977	control	1.0169999999999977	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
20.0315	0.9056999999999995	control	0.9056999999999995	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
25.0397	1.2471999999999994	control	1.2471999999999994	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0478	0.7480000000000011	control	0.7480000000000011	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.056	0.8716000000000008	control	0.8716000000000008	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0642	1.2802000000000007	emotion	1.2802000000000007	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0724	1.632799999999996	emotion	1.632799999999996	right	correct	n/a	male	black	black	black	anger
50.0805	1.1375000000000028	emotion	1.1375000000000028	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0887	1.2490999999999985	emotion	1.2490999999999985	left	correct	n/a	male	black	black	black	fear
60.0969	1.1037000000000035	emotion	1.1037000000000035	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1051	0.6704000000000008	emotion	0.6704000000000008	right	correct	n/a	female	asian	black	asian	fear
70.1132	1.286999999999992	control	1.286999999999992	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1214	1.0966000000000093	control	1.0966000000000093	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1296	0.7443000000000097	control	0.7443000000000097	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1378	0.6458999999999975	control	0.6458999999999975	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1459	0.9856000000000051	control	0.9856000000000051	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1541	1.0371999999999986	control	1.0371999999999986	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1623	0.9988000000000028	emotion	0.9988000000000028	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1704	1.129499999999993	emotion	1.129499999999993	left	correct	n/a	male	black	black	black	anger
110.1786	0.8301000000000016	emotion	0.8301000000000016	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1868	1.2356999999999942	emotion	1.2356999999999942	right	correct	n/a	male	black	black	black	fear
120.195	1.0343000000000018	emotion	1.0343000000000018	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2031	1.684999999999988	emotion	1.684999999999988	right	incorrect	n/a	female	asian	black	asian	anger
130.2113	1.7556000000000154	control	1.7556000000000154	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2195	0.5982999999999947	control	0.5982999999999947	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2277	0.6269000000000062	control	0.6269000000000062	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
145.2358	1.9994999999999834	control	1.9994999999999834	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.244	0.7442000000000064	control	0.7442000000000064	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2522	1.2158000000000015	control	1.2158000000000015	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2604	1.6663999999999817	emotion	1.6663999999999817	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2685	1.0621000000000151	emotion	1.0621000000000151	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
170.2767	1.384699999999981	emotion	1.384699999999981	right	correct	n/a	male	black	black	black	anger
175.2849	1.632300000000015	emotion	1.632300000000015	left	correct	n/a	female	black	asian	asian	anger
180.2931	0.9738999999999862	emotion	0.9738999999999862	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3012	0.8686000000000149	emotion	0.8686000000000149	right	correct	n/a	female	asian	asian	black	fear
190.3094	1.0043000000000006	control	1.0043000000000006	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3176	0.6488999999999976	control	0.6488999999999976	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3258	0.5685000000000002	control	0.5685000000000002	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
205.3339	1.0971999999999866	control	1.0971999999999866	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3421	0.6468000000000131	control	0.6468000000000131	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3503	0.6613999999999862	control	0.6613999999999862	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.3585	1.4869999999999948	emotion	1.4869999999999948	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3666	0.7266999999999939	emotion	0.7266999999999939	left	correct	n/a	female	black	asian	asian	fear
230.3748	0.6804000000000201	emotion	0.6804000000000201	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.383	1.5108999999999924	emotion	1.5108999999999924	left	correct	n/a	male	black	black	black	fear
240.3912	1.0046000000000106	emotion	1.0046000000000106	right	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
245.3993	1.1151999999999873	emotion	1.1151999999999873	right	correct	n/a	female	asian	asian	black	anger
