onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0109	3.1477000000000004	control	3.1477000000000004	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.0191	1.2433999999999994	control	1.2433999999999994	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.0274	1.0680000000000014	control	1.0680000000000014	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0356	1.4807000000000023	control	1.4807000000000023	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
30.0439	1.2522999999999982	control	1.2522999999999982	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0521	1.2759999999999962	control	1.2759999999999962	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
40.0604	2.3286000000000016	emotion	2.3286000000000016	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0686	2.2541999999999973	emotion	2.2541999999999973	right	correct	n/a	male	black	black	black	anger
50.0768	2.640900000000002	emotion	2.640900000000002	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0851	1.5025000000000048	emotion	1.5025000000000048	left	correct	n/a	male	black	black	black	fear
60.0933	3.7871000000000024	emotion	3.7871000000000024	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1016	1.6317999999999984	emotion	1.6317999999999984	right	correct	n/a	female	asian	black	asian	fear
70.1098	0.883499999999998	control	0.883499999999998	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
75.1181	0.7351000000000028	control	0.7351000000000028	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1263	0.892799999999994	control	0.892799999999994	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
85.1346	1.026299999999992	control	1.026299999999992	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1428	1.2090000000000032	control	1.2090000000000032	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.1511	0.9565999999999946	control	0.9565999999999946	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1593	2.5172000000000025	emotion	2.5172000000000025	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1676	3.417800000000014	emotion	3.417800000000014	right	incorrect	n/a	male	black	black	black	anger
110.1758	2.011499999999998	emotion	2.011499999999998	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1841	1.136099999999999	emotion	1.136099999999999	left	incorrect	n/a	male	black	black	black	fear
120.1923	2.061799999999991	emotion	2.061799999999991	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2006	4.9	emotion	n/a	n/a	miss	n/a	female	asian	black	asian	anger
130.2088	2.0200000000000102	control	2.0200000000000102	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
135.2171	4.566600000000022	control	4.566600000000022	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2253	0.780399999999986	control	0.780399999999986	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2336	0.863900000000001	control	0.863900000000001	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
150.2418	0.9915999999999769	control	0.9915999999999769	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.2501	0.805199999999985	control	0.805199999999985	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2583	2.3877999999999986	emotion	2.3877999999999986	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
165.2666	1.4793999999999983	emotion	1.4793999999999983	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2748	2.6640999999999906	emotion	2.6640999999999906	right	correct	n/a	male	black	black	black	anger
175.2831	2.606700000000018	emotion	2.606700000000018	left	correct	n/a	female	black	asian	asian	anger
180.2913	1.1403999999999996	emotion	1.1403999999999996	right	correct	n/a	male	caucasian	caucasian	white	fear
185.2996	1.5579999999999927	emotion	1.5579999999999927	right	correct	n/a	female	asian	asian	black	fear
190.3078	0.8057000000000016	control	0.8057000000000016	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.316	0.7803000000000111	control	0.7803000000000111	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3243	0.7520000000000095	control	0.7520000000000095	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
205.3325	0.7675999999999874	control	0.7675999999999874	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3408	1.4121999999999844	control	1.4121999999999844	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.349	0.7539000000000158	control	0.7539000000000158	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3573	2.0694000000000017	emotion	2.0694000000000017	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3655	2.6420999999999992	emotion	2.6420999999999992	left	correct	n/a	female	black	asian	asian	fear
230.3738	2.6447000000000003	emotion	2.6447000000000003	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.382	3.1884000000000015	emotion	3.1884000000000015	left	correct	n/a	male	black	black	black	fear
240.3903	2.2620000000000005	emotion	2.2620000000000005	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3985	3.2065999999999804	emotion	3.2065999999999804	right	correct	n/a	female	asian	asian	black	anger
