onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0128	1.130799999999999	control	1.130799999999999	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
15.021	1.3274000000000008	control	1.3274000000000008	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
20.0292	1.2469999999999999	control	1.2469999999999999	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
25.0373	0.9707000000000008	control	0.9707000000000008	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.0455	2.221300000000003	control	2.221300000000003	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0537	0.7590000000000003	control	0.7590000000000003	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0619	1.6715000000000018	emotion	1.6715000000000018	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0701	1.8692000000000064	emotion	1.8692000000000064	right	correct	n/a	male	black	black	black	anger
50.0782	1.329899999999995	emotion	1.329899999999995	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0864	1.258500000000005	emotion	1.258500000000005	left	correct	n/a	male	black	black	black	fear
60.0946	1.1231000000000009	emotion	1.1231000000000009	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1028	1.4716999999999985	emotion	1.4716999999999985	right	correct	n/a	female	asian	black	asian	fear
70.1109	0.9423999999999921	control	0.9423999999999921	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1191	0.6539999999999964	control	0.6539999999999964	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
80.1273	0.682699999999997	control	0.682699999999997	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1355	0.9692000000000007	control	0.9692000000000007	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1437	0.8719000000000108	control	0.8719000000000108	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
95.1518	1.052500000000009	control	1.052500000000009	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.16	1.681200000000004	emotion	1.681200000000004	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.1682	0.9608000000000061	emotion	0.9608000000000061	left	correct	n/a	male	black	black	black	anger
110.1764	1.4324000000000012	emotion	1.4324000000000012	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1845	1.3500999999999976	emotion	1.3500999999999976	right	correct	n/a	male	black	black	black	fear
120.1927	1.1837000000000018	emotion	1.1837000000000018	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2009	1.7062999999999988	emotion	1.7062999999999988	left	correct	n/a	female	asian	black	asian	anger
130.2091	0.7658999999999878	control	0.7658999999999878	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.2173	0.8505000000000109	control	0.8505000000000109	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.2254	0.6953000000000031	control	0.6953000000000031	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2336	0.6559000000000026	control	0.6559000000000026	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2418	0.5464999999999804	control	0.5464999999999804	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
155.25	0.9521000000000015	control	0.9521000000000015	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
160.2581	1.6477999999999895	emotion	1.6477999999999895	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2663	1.0073999999999899	emotion	1.0073999999999899	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2745	2.2089	emotion	2.2089	right	correct	n/a	male	black	black	black	anger
175.2827	1.3675999999999817	emotion	1.3675999999999817	left	correct	n/a	female	black	asian	asian	anger
180.2909	1.2162000000000148	emotion	1.2162000000000148	right	correct	n/a	male	caucasian	caucasian	white	fear
185.299	1.0768999999999949	emotion	1.0768999999999949	right	correct	n/a	female	asian	asian	black	fear
190.3072	0.6684999999999945	control	0.6684999999999945	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3154	0.5631999999999948	control	0.5631999999999948	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3236	0.6388000000000034	control	0.6388000000000034	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3317	1.1873999999999967	control	1.1873999999999967	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3399	0.6120999999999981	control	0.6120999999999981	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3481	0.669700000000006	control	0.669700000000006	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.3563	1.6761999999999944	emotion	1.6761999999999944	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3644	1.1440000000000055	emotion	1.1440000000000055	left	correct	n/a	female	black	asian	asian	fear
230.3726	1.6415999999999826	emotion	1.6415999999999826	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3808	1.2421999999999969	emotion	1.2421999999999969	left	correct	n/a	male	black	black	black	fear
240.389	1.15979999999999	emotion	1.15979999999999	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.3972	1.0604000000000156	emotion	1.0604000000000156	right	correct	n/a	female	asian	asian	black	anger
