onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0167	3.877699999999999	control	3.877699999999999	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
15.0248	3.8503999999999987	control	3.8503999999999987	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
20.033	2.4680999999999997	control	2.4680999999999997	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
25.0412	1.8706999999999994	control	1.8706999999999994	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
30.0494	1.513300000000001	control	1.513300000000001	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
35.0575	0.9650000000000034	control	0.9650000000000034	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
40.0657	1.253700000000002	emotion	1.253700000000002	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
45.0739	2.0852999999999966	emotion	2.0852999999999966	right	correct	n/a	male	black	black	black	anger
50.0821	1.5659000000000063	emotion	1.5659000000000063	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
55.0902	1.2365999999999957	emotion	1.2365999999999957	left	correct	n/a	male	black	black	black	fear
60.0984	1.5611999999999995	emotion	1.5611999999999995	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
65.1066	1.457800000000006	emotion	1.457800000000006	right	correct	n/a	female	asian	black	asian	fear
70.1148	0.9813999999999936	control	0.9813999999999936	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
75.1229	1.5561000000000007	control	1.5561000000000007	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
80.1311	1.0287999999999897	control	1.0287999999999897	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
85.1393	1.1492999999999967	control	1.1492999999999967	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
90.1475	1.9089000000000027	control	1.9089000000000027	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
95.1556	0.9626999999999981	control	0.9626999999999981	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
100.1638	1.2833000000000112	emotion	1.2833000000000112	right	correct	n/a	female	caucasian	caucasian	caucasian	anger
105.172	1.1158999999999963	emotion	1.1158999999999963	left	correct	n/a	male	black	black	black	anger
110.1802	1.1465000000000032	emotion	1.1465000000000032	right	correct	n/a	female	caucasian	caucasian	caucasian	fear
115.1883	1.2642000000000024	emotion	1.2642000000000024	right	correct	n/a	male	black	black	black	fear
120.1965	1.2057999999999964	emotion	1.2057999999999964	left	correct	n/a	male	caucasian	caucasian	caucasian	fear
125.2047	1.3464000000000027	emotion	1.3464000000000027	left	correct	n/a	female	asian	black	asian	anger
130.2129	0.7900999999999954	control	0.7900999999999954	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
135.221	0.9367000000000019	control	0.9367000000000019	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
140.2292	1.1993999999999971	control	1.1993999999999971	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
145.2374	0.9269999999999925	control	0.9269999999999925	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2456	1.266600000000011	control	1.266600000000011	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2537	0.7562999999999818	control	0.7562999999999818	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
160.2619	1.3299000000000092	emotion	1.3299000000000092	left	correct	n/a	male	caucasian	caucasian	caucasian	anger
165.2701	1.0834999999999866	emotion	1.0834999999999866	left	correct	n/a	female	caucasian	caucasian	caucasian	fear
170.2783	1.3581000000000074	emotion	1.3581000000000074	right	correct	n/a	male	black	black	black	anger
175.2864	1.6388000000000034	emotion	1.6388000000000034	left	correct	n/a	female	black	asian	asian	anger
180.2946	1.318399999999997	emotion	1.318399999999997	right	correct	n/a	male	caucasian	caucasian	white	fear
185.3028	1.1260000000000048	emotion	1.1260000000000048	right	correct	n/a	female	asian	asian	black	fear
190.311	0.87469999999999	control	0.87469999999999	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
195.3191	0.9704000000000121	control	0.9704000000000121	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
200.3273	0.9189999999999827	control	0.9189999999999827	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
205.3355	1.2815999999999974	control	1.2815999999999974	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
210.3437	0.7921999999999798	control	0.7921999999999798	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
215.3518	1.8369000000000142	control	1.8369000000000142	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
220.36	1.331499999999977	emotion	1.331499999999977	right	correct	n/a	male	caucasian	caucasian	caucasian	fear
225.3682	0.9690999999999974	emotion	0.9690999999999974	left	correct	n/a	female	black	asian	asian	fear
230.3764	1.254700000000014	emotion	1.254700000000014	right	correct	n/a	male	caucasian	caucasian	caucasian	anger
235.3845	1.1683999999999912	emotion	1.1683999999999912	left	correct	n/a	male	black	black	black	fear
240.3927	1.3101000000000056	emotion	1.3101000000000056	left	correct	n/a	female	caucasian	caucasian	caucasian	anger
245.4009	1.073599999999999	emotion	1.073599999999999	right	correct	n/a	female	asian	asian	black	anger
