onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0005	2.0	joy	female	NorthEuropean	F01
12.0015	2.0	joy	female	NorthEuropean	F01
19.0025	2.0	joy	female	NorthEuropean	F01
26.0075	2.0	contempt	female	NorthEuropean	F04
33.0085	2.0	pride	female	NorthEuropean	F02
40.0095	2.0	contempt	female	Mediterranean	F09
47.0105	2.0	joy	female	Mediterranean	F06
54.0115	2.0	neutral	female	Mediterranean	F09
61.0125	2.0	anger	female	NorthEuropean	F03
68.0135	2.0	neutral	female	NorthEuropean	F01
75.0145	2.0	pride	female	NorthEuropean	F01
82.0155	2.0	anger	female	NorthEuropean	F01
89.0165	2.0	contempt	female	NorthEuropean	F01
96.0175	2.0	neutral	female	Mediterranean	F06
103.0185	2.0	anger	female	NorthEuropean	F02
110.0195	2.0	joy	female	Mediterranean	F09
117.0205	2.0	contempt	female	NorthEuropean	F02
124.0215	2.0	neutral	female	NorthEuropean	F02
131.0225	2.0	neutral	female	NorthEuropean	F03
138.0235	2.0	pride	female	NorthEuropean	F03
145.0245	2.0	joy	female	NorthEuropean	F01
152.0255	2.0	joy	female	NorthEuropean	F03
159.0265	2.0	anger	female	NorthEuropean	F04
166.0275	2.0	anger	female	Mediterranean	F06
173.0285	2.0	pride	female	Mediterranean	F09
180.0295	2.0	neutral	female	NorthEuropean	F04
187.0305	2.0	joy	female	NorthEuropean	F04
194.0315	2.0	joy	female	NorthEuropean	F02
201.0325	2.0	contempt	female	NorthEuropean	F03
208.0335	2.0	pride	female	Mediterranean	F06
215.0345	2.0	pride	female	NorthEuropean	F04
222.0355	2.0	anger	female	Mediterranean	F09
229.0365	2.0	contempt	female	Mediterranean	F06
